Access to Small Arms,Armed Services Personnel Rate,Deaths from External Conflict,Deaths from Internal Conflict,External Conflicts Fought,External Peace,GU_A3,Homicide Rate,Incarceration Rate,Intensity of Internal Conflict,Internal Conflicts Fought,Internal Peace,Militarisation,Military Expenditure (%GDP),Neighbouring Countries Relations,Nuclear and Heavy Weapons,Ongoing Conflict,Overall Score,Perceptions of Criminality,Police Rate,Political Instability,Political Terror Scale,Rank,Refugees and IDPs,SUBREGION,Safety & Security,Score,Terrorism Impact,UN Peacekeeping Funding,Violent Crime,Violent Demonstrations,Weapons Exports,Weapons Imports,Year
3.0,1.107,1.0,1.0,1.0,1.466,CMR,3.09,2.1,3.0,1.0,2.667,1.829,1.6119999999999999,2.0,1.032,1.604,2.186,4.0,1.0859999999999999,3.5,4.0,105.0,1.024,Middle Africa,2.864,2.186,1.4240000000000002,4.271,4.0,3.5,1.0,1.006,2010
3.0,1.104,1.0,1.0,1.0,1.4769999999999999,CMR,2.713,1.902,3.0,1.0,2.549,1.848,1.7409999999999999,2.0,1.028,1.604,2.12,4.0,1.0859999999999999,3.5,2.5,89.0,1.024,Middle Africa,2.698,2.12,1.913,4.311,4.0,4.0,1.0,1.0090000000000001,2011
3.0,1.101,1.0,1.0,1.0,1.375,CMR,2.34,1.9409999999999998,3.0,1.0,2.523,1.6769999999999998,1.736,2.0,1.028,1.604,2.064,4.0,1.0859999999999999,3.5,2.5,78.0,1.024,Middle Africa,2.662,2.064,1.986,2.8710000000000004,4.0,4.0,1.0,1.008,2012
3.0,1.0979999999999999,1.0,1.0,1.0,1.314,CMR,2.503,1.9409999999999998,3.0,1.0,2.515,1.577,1.669,2.0,1.028,1.604,2.0340000000000003,4.0,1.0859999999999999,3.375,2.5,75.0,1.025,Middle Africa,2.6510000000000002,2.0340000000000003,1.712,2.0780000000000003,4.0,4.0,1.0,1.014,2013
3.0,1.0959999999999999,1.0,1.0,1.0,1.4869999999999999,CMR,2.215,1.886,3.0,1.0,2.4730000000000003,1.5830000000000002,1.669,3.0,1.023,1.805,2.079,4.0,1.0859999999999999,3.25,2.5,88.0,1.018,Middle Africa,2.5860000000000003,2.079,1.5390000000000001,2.05,4.0,4.0,1.0,1.1059999999999999,2014
3.0,1.093,1.0,1.0,1.0,1.588,CMR,2.16,1.91,4.0,1.2109999999999999,2.738,1.761,1.607,3.0,1.023,2.028,2.278,4.0,1.0859999999999999,3.5,3.0,123.0,1.016,Middle Africa,2.7889999999999997,2.278,3.569,3.554,4.0,4.0,1.0,1.183,2015
3.0,1.091,1.0,1.0,1.0,1.501,CMR,2.983,1.91,4.0,1.632,2.88,1.589,1.5930000000000002,3.0,1.023,2.072,2.329,4.0,1.0859999999999999,3.5,3.5,130.0,1.128,Middle Africa,2.97,2.329,3.7680000000000002,2.113,4.0,4.0,1.0,1.177,2016
3.0,1.088,1.0,1.0,1.913,1.702,CMR,2.983,1.902,4.0,2.053,2.8569999999999998,1.767,1.607,3.0,1.025,2.199,2.395,4.0,1.0859999999999999,3.5,3.0,131.0,1.272,Middle Africa,2.9219999999999997,2.395,3.688,3.6039999999999996,4.0,4.0,1.0,1.185,2017
4.0,1.0859999999999999,1.0,1.0,2.825,1.73,CMR,2.983,1.91,4.0,2.5580000000000003,2.986,1.858,1.631,3.0,1.025,2.335,2.484,4.0,1.0859999999999999,3.5,3.5,133.0,1.315,Middle Africa,2.9819999999999998,2.484,3.5989999999999998,2.859,4.0,4.0,1.0,1.179,2018
2.0,1.291,2.008,1.0,1.6540000000000001,1.475,CAN,1.9,1.8459999999999999,1.0,1.0,1.2830000000000001,1.642,1.569,1.0,1.38,1.263,1.36,1.0,1.972,1.0,1.0,6.0,1.001,Northern America,1.278,1.36,1.1909999999999998,1.306,1.0,1.0,2.1430000000000002,1.508,2008
2.0,1.288,2.043,1.0,1.704,1.483,CAN,1.915,1.9180000000000001,1.0,1.0,1.3619999999999999,1.651,1.6159999999999999,1.0,1.38,1.275,1.411,1.0,1.9780000000000002,1.0,1.5,8.0,1.0,Northern America,1.383,1.411,1.8319999999999999,1.306,1.0,1.0,2.097,1.61,2009
2.0,1.294,2.041,1.0,1.754,1.656,CAN,1.905,1.9180000000000001,1.0,1.0,1.389,1.625,1.626,2.0,1.38,1.48,1.496,1.0,1.996,1.0,1.5,15.0,1.0,Northern America,1.426,1.496,1.817,1.306,1.0,1.5,2.01,1.4980000000000002,2010
2.0,1.291,2.025,1.0,1.804,1.577,CAN,1.81,1.926,1.0,1.0,1.368,1.642,1.6980000000000002,1.5,1.364,1.381,1.452,1.0,2.012,1.0,1.0,11.0,1.0,Northern America,1.395,1.452,1.693,1.381,1.0,2.0,2.006,1.536,2011
2.0,1.288,1.8330000000000002,1.0,1.804,1.534,CAN,1.875,1.926,1.0,1.0,1.3659999999999999,1.6380000000000001,1.6119999999999999,1.5,1.364,1.3419999999999999,1.433,1.0,2.006,1.0,1.0,10.0,1.0,Northern America,1.3869999999999998,1.433,1.4240000000000002,1.258,1.0,2.0,2.063,1.6280000000000001,2012
2.0,1.285,1.167,1.0,1.804,1.315,CAN,1.785,1.902,1.0,1.0,1.3519999999999999,1.605,1.4969999999999999,1.0,1.364,1.107,1.337,1.0,1.9969999999999999,1.0,1.0,6.0,1.0,Northern America,1.3730000000000002,1.337,1.4240000000000002,1.209,1.0,2.0,2.056,1.52,2013
2.0,1.2819999999999998,1.0,1.0,1.804,1.268,CAN,1.72,1.933,1.0,1.0,1.345,1.565,1.425,1.0,1.3619999999999999,1.074,1.314,1.0,1.983,1.0,1.0,5.0,1.0,Northern America,1.368,1.314,1.45,1.026,1.0,2.0,2.063,1.432,2014
2.0,1.2790000000000001,1.0,1.0,1.804,1.27,CAN,1.73,1.933,1.0,1.0,1.3730000000000002,1.578,1.425,1.0,1.3619999999999999,1.074,1.331,1.0,1.9669999999999999,1.0,1.0,6.0,1.0,Northern America,1.403,1.331,2.035,1.0,1.0,2.0,2.1,1.517,2015
2.0,1.2770000000000001,1.042,1.0,2.242,1.32,CAN,1.84,1.839,1.0,1.0,1.3769999999999998,1.599,1.425,1.0,1.3619999999999999,1.122,1.354,1.0,1.9569999999999999,1.0,1.0,6.0,1.0,Northern America,1.4040000000000001,1.354,2.001,1.0,1.0,2.0,2.175,1.587,2016
2.0,1.262,1.042,1.0,2.55,1.327,CAN,1.84,1.902,1.0,1.0,1.386,1.5630000000000002,1.411,1.0,1.3559999999999999,1.151,1.3619999999999999,1.0,1.9569999999999999,1.0,1.0,6.0,1.0,Northern America,1.42,1.3619999999999999,2.17,1.0,1.0,2.0,2.028,1.536,2017
2.0,1.2590000000000001,1.042,1.0,2.938,1.3430000000000002,CAN,1.84,1.902,1.0,1.0,1.392,1.541,1.4969999999999999,1.0,1.3559999999999999,1.186,1.3719999999999999,1.0,1.9569999999999999,1.0,1.0,6.0,1.0,Northern America,1.4269999999999998,1.3719999999999999,2.286,1.0,1.0,2.0,1.828,1.5659999999999998,2018
5.0,1.105,1.0,2.14,1.0,2.354,CAF,4.494,1.87,4.0,1.442,3.197,2.25,1.5019999999999998,5.0,1.005,2.6839999999999997,2.86,5.0,1.5,4.25,4.0,149.0,3.2739999999999996,Middle Africa,3.344,2.86,1.264,4.984,4.0,2.0,1.0,1.03,2008
5.0,1.104,1.0,2.19,1.0,2.377,CAF,4.494,1.229,2.0,1.589,3.042,2.25,1.4969999999999999,5.0,1.005,2.307,2.7760000000000002,5.0,1.5,4.25,4.5,146.0,3.4419999999999997,Middle Africa,3.423,2.7760000000000002,1.476,4.984,4.0,2.5,1.0,1.03,2009
5.0,1.103,1.0,2.157,1.0,1.979,CAF,4.363,1.229,4.0,1.8,3.234,2.244,1.454,3.0,1.005,2.322,2.7319999999999998,5.0,1.5,4.0,4.0,146.0,3.1439999999999997,Middle Africa,3.3510000000000004,2.7319999999999998,2.605,4.984,4.0,2.5,1.0,1.0290000000000001,2010
5.0,1.068,1.0,2.313,1.0,2.03,CAF,4.363,1.3880000000000001,4.0,2.305,3.286,2.29,1.87,3.0,1.005,2.405,2.783,5.0,1.5,3.5,4.0,152.0,3.3110000000000004,Middle Africa,3.3819999999999997,2.783,2.818,4.99,4.0,3.0,1.0,1.0290000000000001,2011
5.0,1.068,1.0,2.386,1.0,2.0980000000000003,CAF,4.363,1.229,4.0,2.747,3.341,2.333,2.242,3.0,1.005,2.465,2.844,5.0,1.5,3.5,4.5,152.0,3.609,Middle Africa,3.451,2.844,2.636,4.994,4.0,3.0,1.0,1.022,2012
5.0,1.068,1.9580000000000002,1.0,1.0,2.2119999999999997,CAF,4.363,1.166,5.0,3.042,3.4730000000000003,2.24,2.242,3.0,1.005,2.611,2.968,5.0,1.5,5.0,4.0,155.0,3.61,Middle Africa,3.67,2.968,2.448,4.2,5.0,3.0,1.0,1.022,2013
5.0,1.236,1.0,2.5980000000000003,1.0,2.5140000000000002,CAF,4.363,1.158,5.0,3.042,3.727,2.109,2.233,5.0,1.005,3.142,3.242,5.0,1.5,5.0,4.0,156.0,5.0,Middle Africa,3.9539999999999997,3.242,3.013,2.929,5.0,4.0,1.0,1.022,2014
5.0,1.234,1.0,4.322,1.0,2.381,CAF,4.363,1.15,5.0,4.074,4.0760000000000005,2.1830000000000003,2.13,4.0,1.005,3.395,3.398,5.0,1.5,5.0,5.0,158.0,5.0,Middle Africa,4.11,3.398,3.673,3.661,5.0,4.0,1.0,1.022,2015
5.0,1.232,1.0,4.3,1.0,2.0780000000000003,CAF,4.309,1.127,5.0,4.958,4.111000000000001,1.972,1.858,3.0,1.005,3.28,3.298,5.0,1.5,5.0,5.0,158.0,5.0,Middle Africa,4.096,3.298,3.58,2.145,5.0,4.0,1.0,1.021,2016
5.0,1.228,1.0,3.033,1.0,2.182,CAF,4.309,1.127,5.0,5.0,3.8930000000000002,2.1430000000000002,1.858,3.0,1.005,3.029,3.2089999999999996,5.0,1.5,5.0,4.0,156.0,5.0,Middle Africa,3.9760000000000004,3.2089999999999996,3.53,3.625,5.0,4.0,1.0,1.0,2017
5.0,1.225,1.0,3.033,1.0,2.2569999999999997,CAF,4.309,1.127,5.0,5.0,3.888,2.267,1.736,3.0,1.005,3.029,3.236,5.0,1.5,5.0,4.0,155.0,5.0,Middle Africa,3.969,3.236,3.42,4.801,5.0,4.0,1.0,1.0,2018
4.0,1.341,1.0,3.361,1.517,2.108,TCD,4.072,1.2770000000000001,5.0,3.5469999999999997,3.5010000000000003,1.964,1.43,5.0,1.03,3.395,2.944,5.0,2.5,3.875,4.0,154.0,1.7169999999999999,Middle Africa,3.188,2.944,3.21,3.827,3.0,3.0,1.0,1.051,2008
5.0,1.33,1.0,3.123,1.517,2.104,TCD,4.072,1.2770000000000001,5.0,3.5469999999999997,3.6180000000000003,2.1590000000000003,1.5019999999999998,5.0,1.03,3.3480000000000003,3.012,5.0,2.5,4.125,4.0,156.0,1.656,Middle Africa,3.285,3.012,3.478,3.827,3.5,3.0,1.0,1.149,2009
5.0,1.32,1.0,2.696,1.0,2.089,TCD,3.92,1.2770000000000001,5.0,3.611,3.67,2.204,1.851,5.0,1.03,3.221,3.0380000000000003,5.0,2.5,4.0,5.0,154.0,1.675,Middle Africa,3.4160000000000004,3.0380000000000003,3.2230000000000003,3.827,4.0,3.0,1.0,1.188,2010
5.0,1.3219999999999998,1.0,2.356,1.0,1.7990000000000002,TCD,3.92,1.2770000000000001,4.0,3.5469999999999997,3.411,2.345,4.044,3.0,1.0590000000000002,2.542,2.766,5.0,2.5,3.25,4.5,151.0,1.544,Middle Africa,3.238,2.766,2.958,2.752,4.0,3.0,1.0,1.229,2011
5.0,1.2990000000000002,1.0,2.2119999999999997,1.0,1.726,TCD,3.92,1.2690000000000001,4.0,3.253,3.335,1.953,1.7169999999999999,4.0,1.0590000000000002,2.6839999999999997,2.6919999999999997,5.0,2.5,3.375,4.0,146.0,1.436,Middle Africa,3.1639999999999997,2.6919999999999997,2.667,1.794,4.0,3.0,1.0,1.203,2012
5.0,1.2890000000000001,1.0,1.0,1.0,1.545,TCD,3.92,1.324,4.0,2.095,3.102,1.929,2.338,3.0,1.0590000000000002,2.119,2.479,5.0,2.5,3.5,3.5,137.0,1.496,Middle Africa,3.111,2.479,2.322,1.0,4.0,3.0,1.0,1.178,2013
5.0,1.28,1.0,1.0,1.633,1.903,TCD,3.92,1.3090000000000002,4.0,1.653,2.9789999999999996,2.186,1.776,4.0,1.064,2.333,2.549,5.0,2.5,3.5,3.0,143.0,1.31,Middle Africa,2.9530000000000003,2.549,1.021,3.7710000000000004,4.0,3.0,1.0,1.1540000000000001,2014
5.0,1.271,1.0,1.0,2.229,1.8090000000000002,TCD,3.92,1.3090000000000002,4.0,1.442,3.0039999999999996,2.309,1.9369999999999998,3.0,1.064,2.165,2.526,5.0,2.5,3.5,3.0,141.0,1.042,Middle Africa,2.97,2.526,1.859,4.646,4.0,3.0,1.0,1.1740000000000002,2015
5.0,1.3159999999999998,1.0,1.0,2.825,1.584,TCD,3.755,1.3090000000000002,4.0,1.358,3.034,2.069,1.746,2.0,1.064,2.01,2.454,5.0,2.5,3.375,3.0,135.0,1.358,Middle Africa,3.0589999999999997,2.454,3.3080000000000003,2.801,4.0,3.0,1.0,1.129,2016
5.0,1.306,1.0,1.0,4.688,1.8019999999999998,TCD,3.755,1.3090000000000002,4.0,1.632,3.029,2.208,2.233,2.0,1.069,2.209,2.5380000000000003,5.0,2.5,3.25,3.0,138.0,1.246,Middle Africa,3.0180000000000002,2.5380000000000003,3.0869999999999997,3.5,4.0,3.0,1.0,1.124,2017
5.0,1.297,1.0,1.0,5.0,1.7519999999999998,TCD,3.755,1.3090000000000002,4.0,1.8419999999999999,2.9960000000000004,2.075,1.8119999999999998,2.0,1.069,2.259,2.498,5.0,2.5,3.25,3.5,135.0,1.278,Middle Africa,2.96,2.498,3.035,2.805,3.0,3.0,1.0,1.1179999999999999,2018
3.0,1.5930000000000002,1.0,1.0,1.0,1.328,CHL,2.435,2.8989999999999996,1.0,1.0,1.943,2.146,2.5340000000000003,1.0,1.3130000000000002,1.0,1.6969999999999998,3.0,1.9669999999999999,1.0,2.0,33.0,1.002,South America,2.019,1.6969999999999998,1.8969999999999998,3.036,2.0,2.5,1.0,3.109,2008
3.0,1.551,1.0,1.0,1.0,1.3419999999999999,CHL,2.383,3.4130000000000003,1.0,1.0,1.9669999999999999,2.187,2.524,1.0,1.3130000000000002,1.0,1.7169999999999999,3.0,2.002,1.0,1.5,32.0,1.002,South America,2.043,1.7169999999999999,1.8459999999999999,3.036,2.0,3.0,1.166,3.264,2009
3.0,1.546,1.0,1.0,1.0,1.344,CHL,2.435,3.444,1.0,1.0,2.029,2.215,2.5669999999999997,1.0,1.3130000000000002,1.0,1.755,3.0,2.04,1.0,2.0,32.0,1.002,South America,2.1180000000000003,1.755,1.9069999999999998,3.036,2.0,3.0,1.165,3.463,2010
3.0,1.5230000000000001,1.0,1.0,1.0,1.409,CHL,2.295,3.468,1.0,1.0,2.024,2.323,2.472,1.0,1.291,1.0,1.778,3.0,2.073,1.0,2.0,40.0,1.003,South America,2.112,1.778,1.992,4.1080000000000005,2.0,3.0,1.163,3.4589999999999996,2011
3.0,1.518,1.0,1.0,1.0,1.266,CHL,2.425,3.373,1.0,1.0,1.9669999999999999,2.0069999999999997,1.841,1.0,1.291,1.0,1.686,3.0,2.19,1.0,1.5,29.0,1.002,South America,2.07,1.686,1.9969999999999999,2.717,2.0,3.0,1.161,2.803,2012
3.0,1.514,1.0,1.0,1.0,1.217,CHL,2.125,3.207,1.0,1.0,1.956,1.867,1.7690000000000001,1.0,1.291,1.0,1.661,3.0,2.349,1.0,2.0,28.0,1.002,South America,2.085,1.661,1.8519999999999999,2.1109999999999998,2.0,3.0,1.16,2.298,2013
3.0,1.527,1.0,1.0,1.0,1.18,CHL,2.29,2.97,1.0,1.0,1.949,1.771,1.7690000000000001,1.0,1.357,1.0,1.642,3.0,2.367,1.0,2.0,30.0,1.002,South America,2.092,1.642,1.9780000000000002,1.713,2.0,3.0,1.0,2.009,2014
3.0,1.5219999999999998,1.0,1.0,1.0,1.167,CHL,2.398,2.9619999999999997,1.0,1.0,1.9669999999999999,1.729,1.702,1.0,1.357,1.0,1.6469999999999998,3.0,2.392,1.0,2.0,29.0,1.001,South America,2.127,1.6469999999999998,2.329,1.548,2.0,3.0,1.031,1.845,2015
3.0,1.5519999999999998,1.0,1.0,1.0,1.1520000000000001,CHL,2.398,2.938,1.0,1.0,1.945,1.6740000000000002,1.6880000000000002,1.0,1.357,1.0,1.6280000000000001,3.0,2.417,1.0,2.0,27.0,1.001,South America,2.112,1.6280000000000001,2.07,1.328,2.0,3.0,1.031,1.5759999999999998,2016
3.0,1.547,1.0,1.0,1.0,1.127,CHL,2.398,2.883,1.0,1.0,1.92,1.605,1.6740000000000002,1.0,1.321,1.0,1.6030000000000002,3.0,2.417,1.25,1.5,23.0,1.001,South America,2.09,1.6030000000000002,2.289,1.046,2.0,3.0,1.031,1.3459999999999999,2017
3.0,1.643,1.0,1.0,1.0,1.2209999999999999,CHL,2.398,2.835,1.0,1.0,1.935,1.76,1.712,1.0,1.321,1.0,1.649,3.0,2.417,1.0,2.0,28.0,1.001,South America,2.112,1.649,2.2230000000000003,2.239,2.0,3.0,1.031,1.334,2018
2.0,1.238,1.0,1.7830000000000001,1.0,1.882,CHN,1.61,1.933,3.0,1.0,2.339,2.072,1.64,3.0,5.0,1.963,2.156,4.0,2.5,3.125,4.0,106.0,1.004,Eastern Asia,2.3680000000000003,2.156,1.12,1.511,2.0,2.0,1.053,1.145,2008
2.0,1.246,1.0,2.0380000000000003,1.0,1.886,CHN,1.56,1.9409999999999998,3.0,1.0,2.359,2.077,1.679,3.0,5.0,2.0140000000000002,2.17,4.0,2.5,2.875,3.5,108.0,1.004,Eastern Asia,2.358,2.17,2.552,1.511,2.0,2.0,1.052,1.139,2009
2.0,1.255,1.0,2.226,1.0,1.886,CHN,1.55,1.9409999999999998,3.0,1.295,2.484,2.074,1.65,3.0,5.0,2.082,2.245,4.0,2.5,2.75,4.0,114.0,1.004,Eastern Asia,2.484,2.245,3.213,1.511,2.0,2.5,1.0659999999999998,1.1179999999999999,2010
2.0,1.254,1.0,2.191,1.0,1.861,CHN,1.5,1.949,3.0,1.589,2.513,2.03,1.693,3.0,5.0,2.106,2.252,4.0,2.5,2.75,4.0,112.0,1.005,Eastern Asia,2.51,2.252,2.984,1.08,2.0,3.0,1.09,1.091,2011
2.0,1.253,1.0,2.022,1.0,1.855,CHN,1.445,1.965,3.0,1.589,2.485,2.0180000000000002,1.621,3.0,5.0,2.072,2.233,4.0,2.5,2.75,4.0,108.0,1.005,Eastern Asia,2.497,2.233,2.8539999999999996,1.055,2.0,3.0,1.101,1.073,2012
2.0,1.251,1.0,2.053,1.0,1.855,CHN,1.415,1.9569999999999999,3.0,1.589,2.463,2.0180000000000002,1.5930000000000002,3.0,5.0,2.0780000000000003,2.22,4.0,2.5,2.5,4.0,109.0,1.005,Eastern Asia,2.4619999999999997,2.22,2.823,1.055,2.0,3.0,1.12,1.072,2013
2.0,1.255,1.0,2.16,1.0,1.8619999999999999,CHN,1.39,1.9809999999999999,3.0,1.589,2.48,2.029,1.5930000000000002,3.0,5.0,2.099,2.233,4.0,2.5,2.5,4.0,110.0,1.005,Eastern Asia,2.47,2.233,2.971,1.114,2.0,3.0,1.147,1.067,2014
2.0,1.254,1.0,2.529,1.079,1.899,CHN,1.37,1.9809999999999999,3.0,1.295,2.5340000000000003,2.08,1.621,3.0,5.0,2.151,2.28,4.0,2.5,2.625,4.0,124.0,1.005,Eastern Asia,2.513,2.28,3.5,1.52,2.0,3.0,1.146,1.064,2015
2.0,1.253,1.0,2.577,1.158,1.8880000000000001,CHN,1.37,1.9409999999999998,3.0,1.0,2.528,2.051,1.6119999999999999,3.0,5.0,2.137,2.272,4.0,2.5,2.75,4.0,121.0,1.005,Eastern Asia,2.52,2.272,3.424,1.275,2.0,3.0,1.1520000000000001,1.065,2016
2.0,1.235,1.0,2.178,1.554,1.9140000000000001,CHN,1.37,1.933,3.0,1.0,2.476,2.04,1.607,3.0,5.0,2.093,2.251,4.0,2.5,2.75,4.0,115.0,1.005,Eastern Asia,2.506,2.251,3.2,1.1840000000000002,2.0,3.0,1.17,1.063,2017
2.0,1.219,1.0,2.178,1.633,1.922,CHN,1.37,1.933,3.0,1.0,2.457,2.043,1.6019999999999999,3.0,5.0,2.1,2.2430000000000003,4.0,2.5,2.625,4.0,112.0,1.005,Eastern Asia,2.479,2.2430000000000003,2.997,1.244,2.0,3.0,1.162,1.057,2018
4.0,1.86,1.0,4.12,1.0,2.0069999999999997,COL,5.0,2.06,4.0,4.726,3.577,2.0140000000000002,2.892,3.0,1.239,3.0180000000000002,2.949,4.0,2.528,2.25,5.0,156.0,3.637,South America,3.4619999999999997,2.949,3.194,1.858,4.0,2.0,1.0,1.147,2008
4.0,1.8940000000000001,1.0,4.1,1.0,1.9869999999999999,COL,5.0,2.1790000000000003,4.0,4.074,3.4730000000000003,2.016,2.892,3.0,1.239,2.947,2.8789999999999996,4.0,2.6239999999999997,2.25,4.0,150.0,3.4760000000000004,South America,3.35,2.8789999999999996,3.2939999999999996,1.858,4.0,2.0,1.0,1.133,2009
4.0,1.944,1.0,3.575,1.0,2.148,COL,5.0,2.3209999999999997,4.0,3.779,3.46,2.0269999999999997,2.8680000000000003,3.0,1.239,2.8110000000000004,2.935,4.0,2.6260000000000003,2.25,4.5,150.0,4.603,South America,3.56,2.935,3.388,1.858,4.0,2.0,1.0,1.203,2010
4.0,1.9269999999999998,1.0,3.435,1.0,1.9380000000000002,COL,5.0,2.424,4.0,3.1260000000000003,3.4019999999999997,1.9980000000000002,2.95,2.0,1.207,2.5140000000000002,2.8160000000000003,4.0,2.6860000000000004,2.0,4.5,153.0,4.525,South America,3.534,2.8160000000000003,3.362,1.5190000000000001,4.0,2.0,1.0,1.275,2011
4.0,1.9180000000000001,1.0,3.261,1.0,1.78,COL,5.0,2.432,4.0,2.7680000000000002,3.364,1.9509999999999998,2.739,2.0,1.207,2.4419999999999997,2.7310000000000003,4.0,2.717,2.0,4.5,149.0,3.623,South America,3.427,2.7310000000000003,3.284,1.317,4.0,2.0,1.0,1.3,2012
4.0,1.902,1.0,3.1319999999999997,1.0,1.7180000000000002,COL,5.0,2.891,4.0,2.474,3.327,1.801,1.808,2.0,1.207,2.386,2.6839999999999997,4.0,2.715,2.0,4.0,149.0,3.819,South America,3.4389999999999996,2.6839999999999997,3.4189999999999996,1.0,4.0,2.0,1.0,1.291,2013
4.0,1.8940000000000001,1.0,3.198,1.0,1.8330000000000002,COL,5.0,2.9539999999999997,4.0,2.474,3.365,1.807,1.865,2.0,1.196,2.399,2.752,4.0,2.8339999999999996,2.0,3.5,150.0,4.61,South America,3.575,2.752,3.366,1.0,4.0,3.0,1.0,1.304,2014
4.0,1.936,1.0,3.1239999999999997,1.0,1.9480000000000002,COL,5.0,2.859,4.0,2.326,3.3489999999999998,1.9040000000000001,2.6060000000000003,2.0,1.196,2.369,2.7880000000000003,4.0,2.559,1.75,4.0,147.0,5.0,South America,3.622,2.7880000000000003,3.44,1.072,4.0,3.0,1.0,1.274,2015
4.0,1.9280000000000002,1.0,2.904,1.0,1.972,COL,5.0,2.93,4.0,2.1790000000000003,3.2760000000000002,1.9409999999999998,2.72,2.0,1.196,2.31,2.7539999999999996,4.0,2.559,1.75,3.5,147.0,5.0,South America,3.5639999999999996,2.7539999999999996,3.3560000000000003,1.3030000000000002,4.0,3.0,1.0,1.2570000000000001,2016
4.0,1.9080000000000001,1.0,2.56,1.0,2.077,COL,5.0,2.891,4.0,1.7369999999999999,3.2060000000000004,2.1109999999999998,2.6010000000000004,2.0,1.182,2.195,2.7539999999999996,4.0,2.559,1.75,3.5,146.0,5.0,South America,3.553,2.7539999999999996,3.22,2.944,4.0,3.0,1.0,1.219,2017
4.0,1.901,1.0,2.56,1.0,2.15,COL,5.0,2.7960000000000003,4.0,1.7369999999999999,3.115,2.229,2.553,2.0,1.182,2.195,2.7289999999999996,4.0,2.559,1.625,3.0,145.0,5.0,South America,3.428,2.7289999999999996,3.238,4.02,4.0,2.5,1.006,1.187,2018
4.0,1.0,1.0,1.0,1.0,1.272,CRI,3.61,2.432,1.0,1.0,1.8619999999999999,1.6869999999999998,1.263,2.0,1.0,1.2009999999999998,1.626,2.0,2.086,1.0,1.0,23.0,1.003,Central America,1.9409999999999998,1.626,1.0,2.073,3.0,2.0,1.0,1.0,2008
4.0,1.0,1.0,1.0,1.0,1.274,CRI,4.156000000000001,2.5660000000000003,1.0,1.0,1.921,1.69,1.291,2.0,1.0,1.2009999999999998,1.662,2.0,2.1590000000000003,1.0,1.0,27.0,1.003,Central America,2.024,1.662,1.0,2.073,3.0,2.0,1.0,1.0,2009
4.0,1.0,1.0,1.0,1.0,1.183,CRI,4.17,2.772,1.0,1.0,2.015,1.685,1.253,1.5,1.0,1.101,1.682,2.5,2.252,1.0,2.0,28.0,1.003,Central America,2.155,1.682,1.0,2.073,2.5,2.0,1.0,1.0,2010
4.0,1.0,1.0,1.0,1.0,1.473,CRI,4.159,2.804,1.0,1.0,2.0069999999999997,1.7269999999999999,1.349,3.0,1.0,1.403,1.7930000000000001,3.0,2.283,1.0,2.0,42.0,1.002,Central America,2.144,1.7930000000000001,1.0,2.334,2.0,2.0,1.0,1.0,2011
4.0,1.0,1.0,1.0,1.0,1.412,CRI,4.03,3.286,1.0,1.0,1.9469999999999998,1.626,1.287,3.0,1.0,1.403,1.733,3.0,2.353,1.0,1.0,36.0,1.002,Central America,2.06,1.733,1.0,1.534,2.0,2.0,1.0,1.0,2012
4.0,1.0,1.0,1.0,1.0,1.4169999999999998,CRI,3.685,3.484,1.0,1.0,2.017,1.635,1.3630000000000002,3.0,1.0,1.403,1.777,3.0,2.391,1.0,2.0,39.0,1.002,Central America,2.158,1.777,1.0,1.534,2.0,2.0,1.0,1.003,2013
4.0,1.0,1.0,1.0,1.0,1.383,CRI,3.6830000000000003,3.484,1.0,1.0,2.0180000000000002,1.579,1.3869999999999998,3.0,1.0,1.403,1.764,3.0,2.404,1.0,2.0,43.0,1.002,Central America,2.1590000000000003,1.764,1.0,1.028,2.0,2.0,1.0,1.003,2014
4.0,1.0,1.0,1.0,1.0,1.209,CRI,4.003,3.785,1.0,1.0,2.064,1.584,1.3969999999999998,2.0,1.0,1.2009999999999998,1.722,3.0,2.404,1.0,2.0,37.0,1.003,Central America,2.2230000000000003,1.722,1.0,1.058,2.0,2.0,1.0,1.006,2015
4.0,1.0,1.0,1.0,1.0,1.208,CRI,4.177,3.785,1.0,1.0,2.0780000000000003,1.5819999999999999,1.406,2.0,1.0,1.2009999999999998,1.73,3.0,2.399,1.0,2.0,37.0,1.003,Central America,2.2430000000000003,1.73,1.0,1.035,2.0,2.0,1.0,1.006,2016
4.0,1.0,1.0,1.0,1.0,1.2819999999999998,CRI,4.177,3.785,1.0,1.0,1.994,1.704,1.344,2.0,1.0,1.2009999999999998,1.709,3.0,2.399,1.0,1.0,34.0,1.003,Central America,2.126,1.709,1.0,2.136,2.0,2.0,1.0,1.006,2017
4.0,1.0,1.0,1.0,1.0,1.285,CRI,4.177,3.9589999999999996,1.0,1.0,2.089,1.71,1.315,2.0,1.0,1.2009999999999998,1.767,3.0,2.399,1.0,2.0,40.0,1.001,Central America,2.258,1.767,1.0,2.215,2.0,2.0,1.0,1.003,2018
4.0,1.133,1.0,1.0,1.0,1.557,CIV,4.487,1.3880000000000001,4.0,3.653,3.185,1.8719999999999999,1.722,2.0,1.0170000000000001,2.079,2.5340000000000003,4.0,1.409,4.25,4.0,145.0,2.262,Western Africa,3.2960000000000003,2.5340000000000003,2.3369999999999997,2.975,3.0,5.0,1.0,1.053,2008
