Access to Small Arms,Armed Services Personnel Rate,Deaths from External Conflict,Deaths from Internal Conflict,External Conflicts Fought,External Peace,GU_A3,Homicide Rate,Incarceration Rate,Intensity of Internal Conflict,Internal Conflicts Fought,Internal Peace,Militarisation,Military Expenditure (%GDP),Neighbouring Countries Relations,Nuclear and Heavy Weapons,Ongoing Conflict,Overall Score,Perceptions of Criminality,Police Rate,Political Instability,Political Terror Scale,Rank,Refugees and IDPs,SUBREGION,Safety & Security,Score,Terrorism Impact,UN Peacekeeping Funding,Violent Crime,Violent Demonstrations,Weapons Exports,Weapons Imports,Year
2.0,1.365,1.0,1.0,1.913,1.19,AUT,1.255,1.736,1.0,1.0,1.367,1.375,1.287,1.0,1.083,1.084,1.296,2.0,2.636,1.0,1.5,4.0,1.0,Western Europe,1.422,1.296,1.604,1.426,1.0,1.0,1.2930000000000001,1.048,2017
2.0,1.382,1.0,1.0,1.8630000000000002,1.193,AUT,1.255,1.744,1.0,1.0,1.328,1.3869999999999998,1.349,1.0,1.083,1.079,1.274,2.0,2.636,1.0,1.0,3.0,1.0,Western Europe,1.368,1.274,1.6740000000000002,1.4569999999999999,1.0,1.0,1.285,1.048,2018
4.0,2.155,1.6669999999999998,1.0,2.679,2.563,AZE,2.003,2.733,2.0,1.147,2.206,1.989,2.496,5.0,1.216,2.31,2.349,3.0,1.675,3.5,2.0,128.0,3.653,Western Asia,2.536,2.349,1.183,1.2409999999999999,2.0,3.0,1.0,1.694,2008
4.0,2.141,1.6669999999999998,1.0,3.325,2.5610000000000004,AZE,1.945,2.812,2.0,1.147,2.336,1.984,2.414,5.0,1.216,2.369,2.426,3.0,1.675,3.625,3.0,134.0,3.3139999999999996,Western Asia,2.675,2.426,1.9680000000000002,1.2409999999999999,2.0,3.0,1.0,1.74,2009
4.0,2.128,1.6669999999999998,1.0,3.971,2.625,AZE,1.915,2.812,2.0,1.147,2.306,2.022,2.543,5.0,1.216,2.4290000000000003,2.4330000000000003,3.0,1.675,3.75,2.5,134.0,3.342,Western Asia,2.623,2.4330000000000003,1.849,1.2409999999999999,2.0,3.0,1.0,1.955,2010
4.0,2.114,1.75,1.0,3.583,2.605,AZE,2.033,2.8989999999999996,2.0,1.147,2.3169999999999997,2.0669999999999997,2.668,5.0,1.215,2.41,2.432,3.0,1.675,3.75,2.5,132.0,3.205,Western Asia,2.614,2.432,1.594,1.3630000000000002,2.0,3.0,1.0,2.104,2011
4.0,2.099,1.8330000000000002,1.0,3.196,2.552,AZE,2.033,2.804,2.0,1.0,2.359,2.077,2.319,5.0,1.215,2.376,2.436,3.0,1.675,3.75,3.0,133.0,3.205,Western Asia,2.648,2.436,1.319,1.203,2.0,3.0,1.0,2.707,2012
4.0,2.085,1.9580000000000002,1.0,2.679,2.522,AZE,2.04,4.22,2.0,1.0,2.448,2.081,2.195,5.0,1.215,2.353,2.478,3.0,1.675,3.75,3.0,136.0,3.2030000000000003,Western Asia,2.763,2.478,1.136,1.202,2.0,3.0,1.0,2.88,2013
4.0,2.072,1.875,1.0,2.1630000000000003,2.481,AZE,2.083,2.661,2.0,1.147,2.379,2.1959999999999997,2.238,5.0,1.287,2.3040000000000003,2.42,3.0,1.675,3.75,3.0,133.0,3.09,Western Asia,2.61,2.42,1.023,1.5119999999999998,2.0,3.0,1.0,3.417,2014
4.0,2.059,2.012,1.0,1.646,2.501,AZE,2.113,2.661,2.0,1.147,2.38,2.334,2.295,5.0,1.287,2.285,2.428,3.0,1.675,3.25,3.0,135.0,3.1,Western Asia,2.573,2.428,1.308,1.972,2.0,3.0,1.0,4.083,2015
4.0,2.0469999999999997,2.035,1.0,1.646,2.468,AZE,2.113,2.867,2.0,1.295,2.424,2.292,2.3,5.0,1.287,2.3040000000000003,2.4419999999999997,3.0,1.675,3.5,3.0,134.0,3.134,Western Asia,2.614,2.4419999999999997,1.138,1.3869999999999998,2.0,3.0,1.0,4.317,2016
4.0,2.037,2.128,1.0,1.517,2.502,AZE,2.113,2.867,2.0,1.295,2.419,2.294,2.926,5.0,1.2770000000000001,2.311,2.452,3.0,1.675,3.5,3.0,134.0,3.095,Western Asia,2.6289999999999996,2.452,1.4569999999999999,1.258,2.0,3.0,1.0,3.862,2017
4.0,2.026,2.128,1.0,1.3880000000000001,2.475,AZE,2.113,2.891,2.0,1.442,2.439,2.278,2.892,5.0,1.2770000000000001,2.315,2.454,3.0,1.675,3.5,3.0,132.0,2.987,Western Asia,2.641,2.454,1.845,1.284,2.0,3.0,1.0,3.7430000000000003,2018
2.0,2.0909999999999997,1.0,1.0,1.0,1.567,BHR,1.195,1.7519999999999998,2.0,1.0,2.16,2.126,2.634,2.0,1.155,1.403,1.923,3.0,5.0,3.75,2.0,65.0,1.002,Western Asia,2.237,1.923,1.012,3.5589999999999997,1.0,3.0,1.0,3.554,2008
2.0,2.026,1.0,1.0,1.0,1.558,BHR,1.27,1.7519999999999998,2.0,1.0,2.174,2.121,2.5669999999999997,2.0,1.155,1.403,1.9280000000000002,3.0,5.0,3.625,2.0,65.0,1.002,Western Asia,2.251,1.9280000000000002,1.3519999999999999,3.5589999999999997,1.0,3.0,1.0,3.648,2009
2.0,1.98,1.0,1.0,1.0,1.537,BHR,1.545,1.7519999999999998,2.0,1.0,2.123,2.05,2.319,2.0,1.155,1.403,1.889,3.0,5.0,3.0,2.0,55.0,1.002,Western Asia,2.199,1.889,1.153,3.5589999999999997,1.0,3.0,1.0,3.3339999999999996,2010
2.0,1.952,1.0,1.0,1.0,1.5490000000000002,BHR,1.435,2.1790000000000003,4.0,1.0,2.7939999999999996,2.106,2.72,2.0,1.158,1.805,2.296,3.0,5.0,5.0,1.5,116.0,1.002,Western Asia,2.825,2.296,1.374,3.343,3.0,5.0,1.0,3.647,2011
2.0,1.935,1.0,1.0,1.0,1.621,BHR,1.27,2.076,4.0,1.0,2.51,1.828,2.563,3.0,1.158,2.006,2.154,4.0,5.0,3.25,2.5,98.0,1.002,Western Asia,2.479,2.154,1.2309999999999999,2.035,1.5,3.5,1.0,2.7710000000000004,2012
2.0,1.925,1.0,1.0,1.0,1.43,BHR,1.27,2.076,4.0,1.147,2.699,1.796,2.8539999999999996,2.0,1.158,1.82,2.1919999999999997,4.0,5.0,3.5,3.0,103.0,1.006,Western Asia,2.738,2.1919999999999997,2.373,1.5590000000000002,2.0,4.0,1.0,2.694,2013
2.0,1.91,1.0,1.0,1.129,1.5130000000000001,BHR,1.27,3.176,4.0,1.147,2.803,1.9769999999999999,3.37,2.0,1.175,1.8319999999999999,2.287,4.0,5.0,3.5,3.0,118.0,1.006,Western Asia,2.852,2.287,2.674,2.057,2.0,4.0,1.0,3.2089999999999996,2014
2.0,1.8869999999999998,1.0,1.0,1.129,1.4509999999999998,BHR,1.27,2.384,4.0,1.147,2.7560000000000002,1.868,2.873,2.0,1.175,1.8319999999999999,2.234,4.0,5.0,3.5,3.0,112.0,1.0070000000000001,Western Asia,2.7889999999999997,2.234,2.784,1.6880000000000002,2.0,4.0,1.0,3.168,2015
3.0,1.8530000000000002,1.0,1.0,1.646,1.653,BHR,1.27,3.3810000000000002,4.0,1.147,2.8369999999999997,1.9069999999999998,3.37,3.0,1.175,2.081,2.364,4.0,5.0,3.5,3.0,132.0,1.0090000000000001,Western Asia,2.87,2.364,2.668,1.0,2.0,4.0,1.0,2.225,2016
3.0,1.815,1.0,1.0,2.679,1.837,BHR,1.27,3.3810000000000002,4.0,1.147,2.8339999999999996,2.089,3.298,3.0,1.161,2.176,2.435,4.0,5.0,3.5,3.0,132.0,1.01,Western Asia,2.858,2.435,2.454,2.551,2.0,4.0,1.0,2.352,2017
3.0,1.776,1.0,1.0,3.713,1.859,BHR,1.27,3.3810000000000002,4.0,1.0,2.822,1.989,3.088,3.0,1.161,2.255,2.437,4.0,5.0,3.5,3.0,130.0,1.011,Western Asia,2.852,2.437,2.344,1.931,2.0,4.0,1.0,2.374,2018
3.0,1.153,1.0,1.0,1.0,1.4609999999999999,BGD,2.16,1.396,3.0,1.589,2.5380000000000003,1.83,1.755,2.0,1.218,1.665,2.1069999999999998,3.0,1.425,2.5,4.0,97.0,1.002,Southern Asia,2.634,2.1069999999999998,2.7289999999999996,3.784,4.0,4.0,1.0,1.035,2008
3.0,1.159,1.0,1.0,1.0,1.4569999999999999,BGD,2.19,1.403,3.0,1.589,2.495,1.8230000000000002,1.693,2.0,1.218,1.665,2.08,3.0,1.425,2.375,4.0,92.0,1.002,Southern Asia,2.574,2.08,2.634,3.784,4.0,3.5,1.0,1.035,2009
3.0,1.157,1.0,1.043,1.0,1.473,BGD,2.2030000000000003,1.403,3.0,1.589,2.623,1.825,1.7169999999999999,2.0,1.218,1.673,2.1630000000000003,3.0,1.425,2.75,4.0,98.0,1.105,Southern Asia,2.76,2.1630000000000003,2.5639999999999996,3.784,4.0,5.0,1.0,1.031,2010
3.0,1.155,1.0,1.043,1.0,1.486,BGD,2.158,1.3719999999999999,3.0,1.442,2.61,1.848,1.511,2.0,1.21,1.6580000000000001,2.16,3.0,1.425,2.75,4.0,98.0,1.102,Southern Asia,2.7510000000000003,2.16,2.5580000000000003,4.19,4.0,5.0,1.0,1.033,2011
3.0,1.153,1.0,1.0,1.0,1.547,BGD,2.148,1.3319999999999999,3.0,1.147,2.611,1.9469999999999998,1.564,2.0,1.21,1.619,2.185,3.0,1.425,3.125,4.0,103.0,1.101,Southern Asia,2.783,2.185,2.424,4.994,4.0,5.0,1.0,1.023,2012
3.0,1.151,1.0,1.0,1.0,1.494,BGD,2.1630000000000003,1.301,3.0,1.0,2.595,1.859,1.6019999999999999,2.0,1.21,1.604,2.155,3.0,1.425,3.5,3.5,99.0,1.112,Southern Asia,2.772,2.155,2.483,4.2,4.0,5.0,1.0,1.032,2013
3.0,1.15,1.0,1.0,1.0,1.4069999999999998,BGD,2.2,1.364,3.0,1.0,2.543,1.715,1.5830000000000002,2.0,1.218,1.604,2.089,3.0,1.425,3.5,3.5,92.0,1.136,Southern Asia,2.698,2.089,3.0180000000000002,2.929,3.0,5.0,1.0,1.087,2014
3.0,1.148,1.0,1.0,1.079,1.328,BGD,2.21,1.3319999999999999,3.0,1.147,2.494,1.585,1.64,2.0,1.218,1.626,2.028,3.0,1.425,3.25,4.0,81.0,1.087,Southern Asia,2.613,2.028,3.187,1.7530000000000001,2.0,5.0,1.0,1.105,2015
3.0,1.146,1.0,1.0,1.158,1.338,BGD,2.128,1.34,3.0,1.147,2.506,1.598,1.526,2.0,1.218,1.6340000000000001,2.039,3.0,1.425,3.25,4.0,81.0,1.0859999999999999,Southern Asia,2.627,2.039,3.576,1.926,2.0,5.0,1.0,1.156,2016
3.0,1.145,1.0,1.0,1.554,1.35,BGD,2.128,1.34,3.0,1.358,2.4930000000000003,1.567,1.569,2.0,1.244,1.692,2.036,3.0,1.425,3.0,4.0,83.0,1.093,Southern Asia,2.591,2.036,3.451,1.555,2.0,5.0,1.0,1.182,2017
3.0,1.143,1.0,1.0,1.633,1.4909999999999999,BGD,2.128,1.38,3.0,1.716,2.479,1.4980000000000002,1.53,3.0,1.244,1.9369999999999998,2.084,3.0,1.425,2.625,4.0,93.0,1.088,Southern Asia,2.544,2.084,3.35,1.0,2.0,5.0,1.0,1.192,2018
3.0,2.167,1.0,1.0,1.0,1.6469999999999998,BLR,3.198,4.37,3.0,1.0,2.509,1.8619999999999999,1.6019999999999999,3.0,1.909,1.805,2.164,4.0,2.655,2.875,3.0,108.0,1.0170000000000001,Eastern Europe,2.63,2.164,1.0,1.23,2.0,2.0,1.5019999999999998,1.21,2008
3.0,2.17,1.0,1.0,1.0,1.699,BLR,2.92,4.702,3.0,1.0,2.496,1.9469999999999998,1.6119999999999999,3.0,1.909,1.805,2.177,4.0,2.655,2.75,2.5,110.0,1.0190000000000001,Eastern Europe,2.612,2.177,1.986,1.23,2.0,2.0,1.9780000000000002,1.2109999999999999,2009
3.0,2.1719999999999997,1.0,1.0,1.0,1.7,BLR,2.745,4.046,3.0,1.0,2.502,1.9509999999999998,1.535,3.0,1.909,1.805,2.181,4.0,2.655,2.75,3.0,103.0,1.018,Eastern Europe,2.62,2.181,1.712,1.23,2.0,2.5,2.044,1.216,2010
3.0,2.1719999999999997,1.0,1.0,1.0,1.72,BLR,2.78,4.046,3.0,1.0,2.5669999999999997,1.982,1.874,3.0,1.508,1.805,2.228,4.0,2.655,3.25,2.5,108.0,1.0190000000000001,Eastern Europe,2.7119999999999997,2.228,1.6969999999999998,1.31,2.0,3.5,2.35,1.208,2011
3.0,2.1719999999999997,1.0,1.0,1.0,1.754,BLR,2.483,4.013999999999999,3.0,1.0,2.6060000000000003,2.028,1.636,3.0,1.508,1.805,2.265,4.0,2.655,3.25,2.5,111.0,1.02,Eastern Europe,2.7710000000000004,2.265,2.5980000000000003,1.8,2.0,4.0,2.504,1.114,2012
3.0,1.77,1.0,1.0,1.0,1.7269999999999999,BLR,2.395,4.465,3.0,1.0,2.5580000000000003,1.996,1.449,3.0,1.508,1.805,2.226,3.0,2.655,3.25,2.5,113.0,1.021,Eastern Europe,2.698,2.226,2.3480000000000003,1.749,2.0,4.0,2.675,1.2229999999999999,2013
3.0,1.7690000000000001,1.0,1.0,1.0,1.758,BLR,2.378,3.65,3.0,1.0,2.498,2.062,1.379,3.0,1.4409999999999998,1.805,2.202,3.0,2.655,3.25,2.5,107.0,1.015,Eastern Europe,2.6069999999999998,2.202,2.072,2.1790000000000003,2.0,4.0,2.803,1.3330000000000002,2014
3.0,1.7690000000000001,1.0,1.0,1.0,1.808,BLR,2.395,3.65,3.0,1.0,2.5340000000000003,2.155,1.526,3.0,1.4409999999999998,1.805,2.244,3.0,2.655,3.25,3.0,117.0,1.015,Eastern Europe,2.653,2.244,1.8159999999999998,2.6239999999999997,2.0,4.0,2.88,1.416,2015
3.0,1.77,1.0,1.0,1.0,1.7280000000000002,BLR,2.395,3.4210000000000003,3.0,1.0,2.4819999999999998,2.0380000000000003,1.489,3.0,1.4409999999999998,1.805,2.181,3.0,2.655,3.375,2.5,105.0,1.015,Eastern Europe,2.572,2.181,1.537,1.6030000000000002,2.0,4.0,2.8310000000000004,1.556,2016
3.0,1.771,1.0,1.0,1.0,1.724,BLR,2.395,3.484,3.0,1.0,2.362,2.037,1.507,3.0,1.358,1.805,2.106,3.0,2.655,3.0,2.0,99.0,1.014,Eastern Europe,2.4,2.106,1.015,1.402,2.0,3.5,2.991,1.614,2017
3.0,1.724,1.0,1.0,1.0,1.7169999999999999,BLR,2.395,3.484,3.0,1.0,2.376,2.039,1.4780000000000002,3.0,1.358,1.805,2.112,3.0,2.655,3.0,2.5,101.0,1.013,Eastern Europe,2.4130000000000003,2.112,1.0,1.568,2.0,3.0,2.8710000000000004,1.716,2018
2.0,1.564,1.0,1.0,1.496,1.26,BEL,1.985,1.72,1.0,1.0,1.625,1.58,1.521,1.0,1.14,1.046,1.479,2.0,2.8080000000000003,1.0,2.0,16.0,1.0,Western Europe,1.767,1.479,1.275,1.6669999999999998,2.0,2.0,1.7690000000000001,1.314,2008
2.0,1.546,1.0,1.0,1.625,1.324,BEL,1.94,1.736,1.0,1.0,1.6019999999999999,1.696,1.526,1.0,1.14,1.057,1.4909999999999999,2.0,2.79,1.25,1.5,15.0,1.0,Western Europe,1.7209999999999999,1.4909999999999999,1.092,1.6669999999999998,2.0,2.0,2.28,1.5490000000000002,2009
2.0,1.528,1.042,1.0,1.754,1.392,BEL,1.87,1.744,1.0,1.0,1.5830000000000002,1.791,1.526,1.0,1.14,1.078,1.507,2.0,2.839,1.0,1.5,16.0,1.0,Western Europe,1.69,1.507,1.107,1.6669999999999998,2.0,2.0,2.7689999999999997,1.642,2010
2.0,1.525,1.042,1.0,1.725,1.3319999999999999,BEL,1.865,1.767,1.0,1.0,1.6030000000000002,1.6980000000000002,1.6019999999999999,1.0,1.1440000000000001,1.075,1.495,2.0,2.826,1.25,1.5,15.0,1.0,Western Europe,1.716,1.495,1.054,1.348,2.0,2.0,2.378,1.675,2011
2.0,1.466,1.0,1.0,1.646,1.34,BEL,1.97,1.767,1.0,1.0,1.604,1.733,1.535,1.0,1.1440000000000001,1.0590000000000002,1.4980000000000002,2.0,2.719,1.25,1.5,14.0,1.0,Western Europe,1.7169999999999999,1.4980000000000002,1.0270000000000001,1.6059999999999999,2.0,2.0,2.498,1.662,2012
2.0,1.45,1.0,1.0,1.646,1.334,BEL,1.925,1.791,1.0,1.0,1.571,1.702,1.4780000000000002,1.0,1.1440000000000001,1.0590000000000002,1.476,2.0,2.73,1.25,1.0,14.0,1.0,Western Europe,1.682,1.476,1.4569999999999999,1.6059999999999999,2.0,2.0,2.495,1.4780000000000002,2013
2.0,1.42,1.0,1.0,1.646,1.2670000000000001,BEL,1.92,1.854,1.0,1.0,1.555,1.567,1.4969999999999999,1.0,1.172,1.0590000000000002,1.44,2.0,2.727,1.25,1.0,15.0,1.0,Western Europe,1.671,1.44,1.203,1.237,2.0,2.0,2.085,1.2770000000000001,2014
2.0,1.4180000000000001,1.0,1.0,1.725,1.2229999999999999,BEL,1.925,1.831,1.0,1.0,1.577,1.485,1.464,1.0,1.172,1.067,1.436,2.0,2.718,1.25,1.0,16.0,1.0,Western Europe,1.702,1.436,1.7630000000000001,1.432,2.0,2.0,1.507,1.2919999999999998,2015
2.0,1.415,1.0,1.0,2.3209999999999997,1.256,BEL,1.975,1.831,1.0,1.0,1.633,1.463,1.416,1.0,1.172,1.121,1.482,3.0,2.701,1.25,1.0,17.0,1.0,Western Europe,1.7790000000000001,1.482,1.493,1.2590000000000001,2.0,2.0,1.511,1.32,2016
3.0,1.399,1.0,1.0,3.1039999999999996,1.288,BEL,1.975,1.775,1.0,1.0,1.749,1.584,1.3969999999999998,1.0,1.14,1.193,1.564,3.0,2.701,1.25,1.0,21.0,1.0,Western Europe,1.854,1.564,2.846,1.2790000000000001,2.0,2.0,1.2570000000000001,1.297,2017
3.0,1.383,1.0,1.0,3.054,1.278,BEL,1.975,1.744,1.0,1.2109999999999999,1.7469999999999999,1.571,1.416,1.0,1.14,1.21,1.56,3.0,2.701,1.25,1.0,21.0,1.0,Western Europe,1.838,1.56,2.6260000000000003,1.236,2.0,2.0,1.2309999999999999,1.26,2018
4.0,1.087,1.0,1.0,1.0,1.6680000000000001,BEN,3.253,1.5930000000000002,4.0,1.0,2.58,1.758,1.4969999999999999,4.0,1.0090000000000001,2.208,2.215,4.0,3.5,2.375,2.0,113.0,1.001,Western Africa,2.505,2.215,1.183,2.344,3.0,3.0,1.0,1.005,2008
4.0,1.085,1.0,1.0,1.0,1.6640000000000001,BEN,3.253,1.5930000000000002,4.0,1.0,2.577,1.7519999999999998,1.444,4.0,1.0090000000000001,2.208,2.2119999999999997,4.0,3.5,2.375,2.0,112.0,1.001,Western Africa,2.499,2.2119999999999997,1.092,2.344,3.0,3.0,1.0,1.005,2009
4.0,1.083,1.0,1.0,1.0,1.666,BEN,3.253,1.5930000000000002,4.0,1.0,2.575,1.755,1.4680000000000002,4.0,1.0090000000000001,2.208,2.211,4.0,3.5,2.375,2.0,107.0,1.002,Western Africa,2.497,2.211,1.046,2.344,3.0,3.0,1.0,1.0070000000000001,2010
4.0,1.08,1.0,1.0,1.0,1.787,BEN,3.088,1.5930000000000002,4.0,1.0,2.56,1.9569999999999999,1.7309999999999999,4.0,1.0090000000000001,2.208,2.251,4.0,3.5,2.375,2.0,111.0,1.002,Western Africa,2.476,2.251,1.023,3.8,3.0,3.0,1.0,1.006,2011
4.0,1.078,1.0,1.0,1.0,1.665,BEN,3.088,1.5930000000000002,4.0,1.0,2.559,1.754,1.5590000000000002,4.0,1.0090000000000001,2.208,2.202,4.0,3.5,2.375,2.0,104.0,1.002,Western Africa,2.475,2.202,1.012,2.251,3.0,3.0,1.0,1.006,2012
4.0,1.1059999999999999,1.0,1.0,1.0,1.485,BEN,3.088,1.5930000000000002,4.0,1.0,2.55,1.751,1.4780000000000002,3.0,1.0090000000000001,2.006,2.124,4.0,3.5,2.25,2.0,96.0,1.002,Western Africa,2.46,2.124,1.0,2.251,3.0,3.0,1.0,1.032,2013
4.0,1.103,1.0,1.0,1.0,1.484,BEN,3.088,1.609,4.0,1.0,2.509,1.75,1.4969999999999999,3.0,1.0090000000000001,2.006,2.099,4.0,3.5,2.25,1.5,94.0,1.001,Western Africa,2.4019999999999997,2.099,1.0,2.227,3.0,3.0,1.0,1.034,2014
4.0,1.101,1.0,1.0,1.079,1.415,BEN,3.088,1.609,2.0,1.0,2.34,1.919,1.459,2.0,1.0090000000000001,1.41,1.97,4.0,3.5,2.25,2.0,74.0,1.001,Western Africa,2.461,1.97,1.0,3.707,3.0,3.0,1.0,1.031,2015
4.0,1.0979999999999999,1.0,1.0,1.158,1.452,BEN,3.003,1.609,2.0,1.0,2.344,1.969,1.524,2.0,1.0090000000000001,1.4169999999999998,1.9869999999999999,4.0,3.5,2.375,2.0,73.0,1.001,Western Africa,2.4659999999999997,1.9869999999999999,1.0,4.075,3.0,3.0,1.0,1.03,2016
4.0,1.095,1.0,1.0,1.554,1.5330000000000001,BEN,3.003,1.53,2.0,1.0,2.349,2.05,1.53,2.0,1.0090000000000001,1.453,2.022,4.0,3.5,2.5,2.0,81.0,1.001,Western Africa,2.474,2.022,1.0,4.7589999999999995,3.0,3.0,1.0,1.03,2017
4.0,1.093,1.0,1.0,1.633,1.41,BEN,3.003,1.53,2.0,1.0,2.3480000000000003,1.8330000000000002,1.5930000000000002,2.0,1.0090000000000001,1.4609999999999999,1.973,4.0,3.5,2.5,2.0,69.0,1.002,Western Africa,2.474,1.973,1.0,2.877,3.0,3.0,1.0,1.003,2018
2.0,1.101,1.0,1.0,1.0,2.0340000000000003,BTN,2.003,1.396,2.0,1.0,1.784,1.661,1.9080000000000001,2.0,1.0,1.403,1.8840000000000001,2.0,3.7319999999999998,2.25,1.0,56.0,5.0,Southern Asia,2.332,1.8840000000000001,1.45,4.112,2.0,2.0,1.0,1.0,2008
2.0,1.2109999999999999,1.0,1.0,1.0,2.045,BTN,2.003,1.396,2.0,1.0,1.827,1.68,1.956,2.0,1.0,1.403,1.9140000000000001,2.0,3.7319999999999998,2.5,1.0,62.0,5.0,Southern Asia,2.392,1.9140000000000001,1.963,4.112,2.0,2.0,1.0,1.0,2009
2.0,1.2109999999999999,1.0,1.0,1.0,2.045,BTN,1.705,1.396,2.0,1.0,1.8530000000000002,1.68,1.956,2.0,1.0,1.403,1.93,2.0,3.7319999999999998,2.25,2.0,61.0,5.0,Southern Asia,2.4290000000000003,1.93,1.693,4.112,2.0,2.0,1.0,1.0,2010
2.0,1.2109999999999999,1.0,1.0,1.0,1.963,BTN,1.97,1.396,2.0,1.0,1.896,1.5419999999999998,1.956,2.0,1.0,1.403,1.923,2.0,3.7319999999999998,1.25,3.0,57.0,5.0,Southern Asia,2.489,1.923,1.4340000000000002,2.943,2.0,2.5,1.0,1.0,2011
2.0,1.2109999999999999,1.0,1.0,1.0,1.786,BTN,2.25,2.068,2.0,1.0,1.743,1.4069999999999998,1.956,2.0,1.0,1.403,1.76,2.0,3.7319999999999998,1.0,2.0,37.0,4.327,Southern Asia,2.195,1.76,1.46,1.794,1.0,2.0,1.0,1.0,2012
2.0,1.2109999999999999,1.0,1.0,1.0,1.625,BTN,2.475,2.068,2.0,1.0,1.751,1.314,1.956,2.0,1.0,1.403,1.7,2.0,3.7319999999999998,1.0,2.0,34.0,3.582,Southern Asia,2.119,1.7,1.206,1.0,1.0,2.0,1.0,1.0,2013
2.0,1.2109999999999999,1.0,1.0,1.0,1.515,BTN,2.13,2.068,2.0,1.0,1.719,1.349,1.956,2.0,1.0,1.403,1.6369999999999998,2.0,3.778,1.0,2.0,27.0,2.658,Southern Asia,1.965,1.6369999999999998,1.061,1.301,1.0,2.0,1.0,1.0,2014
2.0,1.2109999999999999,1.0,1.0,1.0,1.4480000000000002,BTN,2.188,2.147,2.0,1.0,1.73,1.345,1.956,2.0,1.0,1.403,1.617,2.0,3.778,1.0,2.0,26.0,2.199,Southern Asia,1.9269999999999998,1.617,1.092,1.264,1.0,2.0,1.0,1.0,2015
2.0,1.2109999999999999,1.0,1.0,1.0,1.4509999999999998,BTN,2.188,2.147,2.0,1.0,1.645,1.411,1.956,2.0,1.0,1.403,1.567,2.0,3.778,1.0,1.0,23.0,1.95,Southern Asia,1.777,1.567,1.046,1.81,1.0,2.0,1.0,1.018,2016
2.0,1.2109999999999999,1.0,1.0,1.396,1.4180000000000001,BTN,2.188,2.147,2.0,1.0,1.7280000000000002,1.37,1.956,2.0,1.0,1.439,1.604,2.0,3.778,1.0,2.0,24.0,1.673,Southern Asia,1.86,1.604,1.015,1.444,1.0,2.0,1.0,1.036,2017
2.0,1.2109999999999999,1.0,1.0,1.475,1.3969999999999998,BTN,2.188,2.147,2.0,1.0,1.6440000000000001,1.3869999999999998,1.956,2.0,1.0,1.446,1.545,2.0,3.778,1.0,1.0,19.0,1.411,Southern Asia,1.7109999999999999,1.545,1.008,1.587,1.0,2.0,1.0,1.035,2018
4.0,1.729,1.0,1.0,1.0,1.4240000000000002,BOL,3.585,1.6569999999999998,2.0,1.0,2.467,1.944,1.669,2.0,1.068,1.403,2.05,3.0,2.775,3.5,2.0,86.0,1.001,South America,2.64,2.05,1.5519999999999998,3.0,3.0,4.0,1.0,1.0270000000000001,2008
4.0,1.7169999999999999,1.0,1.0,1.0,1.4180000000000001,BOL,3.713,1.649,3.0,1.0,2.6039999999999996,1.9340000000000002,1.5930000000000002,2.0,1.068,1.604,2.13,3.0,2.804,3.375,2.5,98.0,1.002,South America,2.6839999999999997,2.13,1.275,3.0,3.0,4.0,1.0,1.024,2009
4.0,1.705,1.0,1.0,1.0,1.426,BOL,3.64,1.633,3.0,1.0,2.582,1.9469999999999998,1.7169999999999999,2.0,1.068,1.604,2.12,3.0,2.822,3.0,2.5,92.0,1.002,South America,2.653,2.12,1.6369999999999998,3.0,3.0,4.0,1.0,1.0290000000000001,2010
4.0,1.694,1.0,1.0,1.0,1.3459999999999999,BOL,4.061,1.6880000000000002,3.0,1.0,2.5469999999999997,1.814,1.788,2.0,1.07,1.604,2.066,3.0,2.8169999999999997,3.25,1.5,81.0,1.002,South America,2.603,2.066,1.374,1.8,3.0,4.0,1.0,1.0290000000000001,2011
4.0,1.683,1.0,1.0,1.0,1.43,BOL,4.021,1.8459999999999999,3.0,1.0,2.659,1.956,1.784,2.0,1.07,1.604,2.167,3.5,2.781,3.375,2.0,100.0,1.002,South America,2.759,2.167,1.16,3.0,3.0,4.5,1.0,1.051,2012
4.0,1.672,1.0,1.0,1.0,1.416,BOL,4.24,1.886,3.0,1.0,2.66,1.9340000000000002,1.6019999999999999,2.0,1.07,1.604,2.1630000000000003,3.0,2.781,3.125,2.0,100.0,1.002,South America,2.76,2.1630000000000003,1.187,3.0,3.0,5.0,1.0,1.064,2013
4.0,1.662,1.0,1.0,1.0,1.4580000000000002,BOL,4.24,2.108,2.0,1.0,2.523,2.003,1.6019999999999999,2.0,1.071,1.403,2.097,3.0,2.781,3.0,2.0,93.0,1.002,South America,2.715,2.097,1.094,3.5989999999999998,3.0,4.5,1.0,1.06,2014
4.0,1.652,1.0,1.0,1.0,1.4809999999999999,BOL,4.24,2.092,2.0,1.0,2.469,2.048,1.569,2.0,1.071,1.403,2.074,3.0,2.781,2.75,2.0,88.0,1.002,South America,2.637,2.074,1.03,3.969,3.0,4.0,1.0,1.115,2015
4.0,1.475,1.0,1.0,1.0,1.416,BOL,4.24,1.965,2.0,1.0,2.46,1.94,1.621,2.0,1.071,1.403,2.043,3.0,2.781,2.75,2.0,82.0,1.002,South America,2.625,2.043,1.015,3.179,3.0,4.0,1.0,1.112,2016
